2018-09-12 16:27:36,223: Key.backspace
2018-09-12 16:27:36,771: Key.backspace
2018-09-12 16:27:41,132: Key.backspace
2018-09-12 16:27:41,655: Key.backspace
2018-09-12 16:27:43,877: Key.tab
2018-09-12 16:27:51,214: 'h'
2018-09-12 16:27:51,563: 'o'
2018-09-12 16:27:51,714: 'w'
2018-09-12 16:27:51,833: Key.space
2018-09-12 16:27:52,052: 'm'
2018-09-12 16:27:52,217: 'a'
2018-09-12 16:27:52,332: 'n'
2018-09-12 16:27:52,581: 'y'
2018-09-12 16:27:52,748: Key.space
2018-09-12 16:27:53,116: 's'
2018-09-12 16:27:53,456: 'e'
2018-09-12 16:28:00,354: Key.ctrl_l
2018-09-12 16:28:00,800: 'c'
2018-09-12 16:28:04,085: Key.backspace
2018-09-12 16:28:04,218: Key.ctrl_l
2018-09-12 16:28:04,386: 'v'
2018-09-12 16:28:10,721: Key.backspace
2018-09-12 16:28:11,443: Key.backspace
2018-09-12 16:28:12,903: Key.ctrl_l
2018-09-12 16:28:13,177: 'v'
2018-09-12 16:28:14,650: Key.backspace
2018-09-12 16:28:14,818: Key.backspace
2018-09-12 16:28:14,994: Key.backspace
2018-09-12 16:28:15,154: Key.backspace
2018-09-12 16:28:15,477: Key.backspace
2018-09-12 16:28:16,850: 's'
2018-09-12 16:28:17,410: 'e'
2018-09-12 16:28:19,849: Key.backspace
2018-09-12 16:28:20,085: Key.backspace
2018-09-12 16:28:21,129: Key.ctrl_l
2018-09-12 16:28:21,403: 'v'
2018-09-12 16:28:23,879: Key.backspace
2018-09-12 16:28:24,059: Key.backspace
2018-09-12 16:28:24,657: Key.ctrl_l
2018-09-12 16:28:25,136: Key.ctrl_l
2018-09-12 16:28:25,167: Key.ctrl_l
2018-09-12 16:28:25,197: Key.ctrl_l
2018-09-12 16:28:25,227: Key.ctrl_l
2018-09-12 16:28:25,259: Key.ctrl_l
2018-09-12 16:28:25,289: Key.ctrl_l
2018-09-12 16:28:25,320: Key.ctrl_l
2018-09-12 16:28:25,351: Key.ctrl_l
2018-09-12 16:28:25,381: Key.ctrl_l
2018-09-12 16:28:25,412: Key.ctrl_l
2018-09-12 16:28:25,446: Key.ctrl_l
2018-09-12 16:28:25,476: Key.ctrl_l
2018-09-12 16:28:25,506: Key.ctrl_l
2018-09-12 16:28:25,536: Key.ctrl_l
2018-09-12 16:28:25,567: Key.ctrl_l
2018-09-12 16:28:25,597: Key.ctrl_l
2018-09-12 16:28:25,629: Key.ctrl_l
2018-09-12 16:28:25,659: Key.ctrl_l
2018-09-12 16:28:25,689: Key.ctrl_l
2018-09-12 16:28:25,721: Key.ctrl_l
2018-09-12 16:28:25,751: Key.ctrl_l
2018-09-12 16:28:25,781: Key.ctrl_l
2018-09-12 16:28:25,816: Key.ctrl_l
2018-09-12 16:28:25,846: Key.ctrl_l
2018-09-12 16:28:25,851: 'v'
2018-09-12 16:28:33,734: Key.backspace
2018-09-12 16:28:33,893: Key.ctrl_l
2018-09-12 16:28:34,152: 'v'
2018-09-12 16:28:36,812: Key.backspace
2018-09-12 16:29:25,632: Key.ctrl_l
2018-09-12 16:29:25,940: 'c'
2018-09-12 16:29:29,561: Key.backspace
2018-09-12 16:29:29,726: Key.ctrl_l
2018-09-12 16:29:29,885: 'v'
2018-09-12 16:29:35,983: Key.backspace
2018-09-12 16:29:36,116: Key.ctrl_l
2018-09-12 16:29:36,326: 'v'
2018-09-12 16:29:39,335: Key.right
2018-09-12 16:29:39,704: Key.backspace
2018-09-12 16:29:39,881: Key.backspace
2018-09-12 16:29:40,034: Key.backspace
2018-09-12 16:29:40,346: Key.backspace
2018-09-12 16:29:41,299: Key.right
2018-09-12 16:29:41,489: Key.right
2018-09-12 16:29:41,819: Key.right
2018-09-12 16:29:42,763: '\\'
2018-09-12 16:29:43,141: Key.right
2018-09-12 16:29:43,382: Key.right
2018-09-12 16:29:43,861: Key.right
2018-09-12 16:29:43,892: Key.right
2018-09-12 16:29:43,922: Key.right
2018-09-12 16:29:43,955: Key.right
2018-09-12 16:29:43,986: Key.right
2018-09-12 16:29:44,017: Key.right
2018-09-12 16:29:44,049: Key.right
2018-09-12 16:29:44,078: Key.right
2018-09-12 16:29:44,198: Key.right
2018-09-12 16:29:44,386: Key.right
2018-09-12 16:29:44,545: Key.right
2018-09-12 16:29:44,741: Key.right
2018-09-12 16:29:44,930: Key.right
2018-09-12 16:29:45,107: Key.right
2018-09-12 16:29:45,309: Key.right
2018-09-12 16:29:45,522: Key.right
2018-09-12 16:29:45,798: Key.right
2018-09-12 16:29:46,707: '\\'
2018-09-12 16:29:46,841: '\\'
2018-09-12 16:29:49,677: 'n'
2018-09-12 16:29:49,837: 'o'
2018-09-12 16:29:50,572: 't'
2018-09-12 16:29:50,706: 'h'
2018-09-12 16:29:50,827: 'i'
2018-09-12 16:29:51,056: 'n'
2018-09-12 16:29:53,202: 'g'
2018-09-12 16:29:54,421: Key.shift
2018-09-12 16:29:54,562: '-'
2018-09-12 16:29:55,444: 's'
2018-09-12 16:29:55,593: 'u'
2018-09-12 16:29:56,134: 'p'
2018-09-12 16:29:56,644: 's'
2018-09-12 16:29:56,848: 'i'
2018-09-12 16:29:57,393: 'c'
2018-09-12 16:29:57,540: 'i'
2018-09-12 16:29:57,652: 'o'
2018-09-12 16:29:57,852: 'u'
2018-09-12 16:29:57,957: 's'
2018-09-12 16:29:58,945: Key.shift
2018-09-12 16:29:59,225: '-'
2018-09-12 16:30:00,034: 'a'
2018-09-12 16:30:00,531: 't'
2018-09-12 16:30:01,022: Key.shift
2018-09-12 16:30:01,445: '-'
2018-09-12 16:30:01,952: 'a'
2018-09-12 16:30:02,160: 'l'
2018-09-12 16:30:02,304: 'l'
2018-09-12 16:30:07,034: '\\'
2018-09-12 16:30:07,187: '\\'
2018-09-12 16:30:08,586: 'o'
2018-09-12 16:30:08,753: 'u'
2018-09-12 16:30:08,903: 't'
2018-09-12 16:30:09,457: 'p'
2018-09-12 16:30:09,704: 'u'
2018-09-12 16:30:09,855: 't'
2018-09-12 16:30:15,186: '\\'
2018-09-12 16:30:15,319: '\\'
2018-09-12 16:30:56,659: Key.alt_l
